"","p","Zc","T","Z"
"4684",2.2,0.278,4,1.032
"4685",2.2,0.278,5,1.033
"4686",2.2,0.278,6,1.032
"4687",2.2,0.278,8,1.027
"4688",2.2,0.278,10,1.024
"4689",2.4,0.278,2,0.962
"4690",2.4,0.278,2.5,1.008
"4691",2.4,0.278,3,1.026
"4692",2.4,0.278,4,1.036
"4693",2.4,0.278,5,1.036
"4694",2.4,0.278,6,1.035
"4695",2.4,0.278,8,1.03
"4696",2.4,0.278,10,1.026
"4697",2.6,0.278,2,0.961
"4698",2.6,0.278,2.5,1.01
"4699",2.6,0.278,3,1.029
"4700",2.6,0.278,4,1.039
"4701",2.6,0.278,5,1.04
"4702",2.6,0.278,6,1.038
"4703",2.6,0.278,8,1.033
"4704",2.6,0.278,10,1.028
"4705",2.8,0.278,2,0.961
"4706",2.8,0.278,2.5,1.012
"4707",2.8,0.278,3,1.032
"4708",2.8,0.278,4,1.043
"4709",2.8,0.278,5,1.043
"4710",2.8,0.278,6,1.041
"4711",2.8,0.278,8,1.035
"4712",2.8,0.278,10,1.03
"4713",3,0.278,2,0.961
"4714",3,0.278,2.5,1.014
"4715",3,0.278,3,1.035
"4716",3,0.278,4,1.046
"4717",3,0.278,5,1.046
"4718",3,0.278,6,1.044
"4719",3,0.278,8,1.038
"4720",3,0.278,10,1.033
"4721",3.5,0.278,2,0.964
"4722",3.5,0.278,2.5,1.021
"4723",3.5,0.278,3,1.043
"4724",3.5,0.278,4,1.055
"4725",3.5,0.278,5,1.054
"4726",3.5,0.278,6,1.051
"4727",3.5,0.278,8,1.044
"4728",3.5,0.278,10,1.038
"4729",4,0.278,2,0.969
"4730",4,0.278,2.5,1.028
"4731",4,0.278,3,1.051
"4732",4,0.278,4,1.063
"4733",4,0.278,5,1.063
"4734",4,0.278,6,1.059
"4735",4,0.278,8,1.051
"4736",4,0.278,10,1.044
"4737",4.5,0.278,2,0.976
"4738",4.5,0.278,2.5,1.037
"4739",4.5,0.278,3,1.061
"4740",4.5,0.278,4,1.072
"4741",4.5,0.278,5,1.071
"4742",4.5,0.278,6,1.067
"4743",4.5,0.278,8,1.057
"4744",4.5,0.278,10,1.049
"4745",5,0.278,2,0.987
"4746",5,0.278,2.5,1.047
"4747",5,0.278,3,1.071
"4748",5,0.278,4,1.082
"4749",5,0.278,5,1.079
"4750",5,0.278,6,1.074
"4751",5,0.278,8,1.063
"4752",5,0.278,10,1.055
"4753",6,0.278,2,1.013
"4754",6,0.278,2.5,1.068
"4755",6,0.278,3,1.092
"4756",6,0.278,4,1.1
"4757",6,0.278,5,1.096
"4758",6,0.278,6,1.089
"4759",6,0.278,8,1.076
"4760",6,0.278,10,1.066
"4761",7,0.278,2,1.047
"4762",7,0.278,2.5,1.096
"4763",7,0.278,3,1.115
"4764",7,0.278,4,1.122
"4765",7,0.278,5,1.113
"4766",7,0.278,6,1.105
"4767",7,0.278,8,1.089
"4768",7,0.278,10,1.077
"4769",8,0.278,2,1.085
"4770",8,0.278,2.5,1.125
"4771",8,0.278,3,1.14
"4772",8,0.278,4,1.141
"4773",8,0.278,5,1.131
"4774",8,0.278,6,1.12
"4775",8,0.278,8,1.102
"4776",8,0.278,10,1.087
"4777",9,0.278,2,1.127
"4778",9,0.278,2.5,1.156
"4779",9,0.278,3,1.166
"4780",9,0.278,4,1.161
"4781",9,0.278,5,1.148
"4782",9,0.278,6,1.135
"4783",9,0.278,8,1.114
"4784",9,0.278,10,1.098
"4785",10,0.278,2,1.172
"4786",10,0.278,2.5,1.189
"4787",10,0.278,3,1.193
"4788",10,0.278,4,1.182
"4789",10,0.278,5,1.166
"4790",10,0.278,6,1.151
"4791",10,0.278,8,1.127
"4792",10,0.278,10,1.109
"4793",15,0.278,2,1.417
"4794",15,0.278,2.5,1.371
"4795",15,0.278,3,1.342
"4796",15,0.278,4,1.296
"4797",15,0.278,5,1.259
"4798",15,0.278,6,1.23
"4799",15,0.278,8,1.189
"4800",15,0.278,10,1.16
"4801",20,0.278,2,1.671
"4802",20,0.278,2.5,1.567
"4803",20,0.278,3,1.501
"4804",20,0.278,4,1.416
"4805",20,0.278,5,1.357
"4806",20,0.278,6,1.313
"4807",20,0.278,8,1.251
"4808",20,0.278,10,1.212
"4809",25,0.278,2,1.922
"4810",25,0.278,2.5,1.764
"4811",25,0.278,3,1.662
"4812",25,0.278,4,1.537
"4813",25,0.278,5,1.456
"4814",25,0.278,6,1.397
"4815",25,0.278,8,1.315
"4816",25,0.278,10,1.263
"4817",0.01,0.316,2,1
"4818",0.01,0.316,2.5,1
"4819",0.01,0.316,3,1
"4820",0.01,0.316,4,1
"4821",0.01,0.316,5,1
"4822",0.01,0.316,6,1
"4823",0.01,0.316,8,1
"4824",0.01,0.316,10,1
"4825",0.1,0.316,2,0.997
"4826",0.1,0.316,2.5,1
"4827",0.1,0.316,3,1.001
"4828",0.1,0.316,4,1.001
"4829",0.1,0.316,5,1.001
"4830",0.1,0.316,6,1.001
"4831",0.1,0.316,8,1.001
"4832",0.1,0.316,10,1.001
"4833",0.2,0.316,2,0.994
"4834",0.2,0.316,2.5,0.999
"4835",0.2,0.316,3,1.001
"4836",0.2,0.316,4,1.003
"4837",0.2,0.316,5,1.003
"4838",0.2,0.316,6,1.003
"4839",0.2,0.316,8,1.002
"4840",0.2,0.316,10,1.002
"4841",0.3,0.316,2,0.992
"4842",0.3,0.316,2.5,0.999
"4843",0.3,0.316,3,1.002
"4844",0.3,0.316,4,1.004
"4845",0.3,0.316,5,1.004
"4846",0.3,0.316,6,1.004
"4847",0.3,0.316,8,1.004
"4848",0.3,0.316,10,1.003
"4849",0.4,0.316,2,0.99
"4850",0.4,0.316,2.5,0.999
"4851",0.4,0.316,3,1.003
"4852",0.4,0.316,4,1.005
"4853",0.4,0.316,5,1.006
"4854",0.4,0.316,6,1.005
"4855",0.4,0.316,8,1.005
"4856",0.4,0.316,10,1.004
"4857",0.5,0.316,2,0.988
"4858",0.5,0.316,2.5,0.999
"4859",0.5,0.316,3,1.004
"4860",0.5,0.316,4,1.007
"4861",0.5,0.316,5,1.007
"4862",0.5,0.316,6,1.007
"4863",0.5,0.316,8,1.006
"4864",0.5,0.316,10,1.005
"4865",0.6,0.316,2,0.986
"4866",0.6,0.316,2.5,0.999
"4867",0.6,0.316,3,1.005
"4868",0.6,0.316,4,1.008
"4869",0.6,0.316,5,1.009
"4870",0.6,0.316,6,1.008
"4871",0.6,0.316,8,1.007
"4872",0.6,0.316,10,1.006
"4873",0.7,0.316,2,0.983
"4874",0.7,0.316,2.5,0.999
"4875",0.7,0.316,3,1.006
"4876",0.7,0.316,4,1.009
"4877",0.7,0.316,5,1.01
"4878",0.7,0.316,6,1.01
"4879",0.7,0.316,8,1.008
"4880",0.7,0.316,10,1.007
"4881",0.8,0.316,2,0.981
"4882",0.8,0.316,2.5,0.999
"4883",0.8,0.316,3,1.006
"4884",0.8,0.316,4,1.011
"4885",0.8,0.316,5,1.012
"4886",0.8,0.316,6,1.011
"4887",0.8,0.316,8,1.01
"4888",0.8,0.316,10,1.008
"4889",0.9,0.316,2,0.979
"4890",0.9,0.316,2.5,0.999
"4891",0.9,0.316,3,1.007
"4892",0.9,0.316,4,1.012
"4893",0.9,0.316,5,1.013
"4894",0.9,0.316,6,1.013
"4895",0.9,0.316,8,1.011
"4896",0.9,0.316,10,1.01
"4897",1,0.316,2,0.978
"4898",1,0.316,2.5,1
"4899",1,0.316,3,1.008
"4900",1,0.316,4,1.013
"4901",1,0.316,5,1.014
"4902",1,0.316,6,1.014
"4903",1,0.316,8,1.012
"4904",1,0.316,10,1.011
"4905",1.05,0.316,2,0.977
"4906",1.05,0.316,2.5,1
"4907",1.05,0.316,3,1.009
"4908",1.05,0.316,4,1.014
"4909",1.05,0.316,5,1.015
"4910",1.05,0.316,6,1.014
"4911",1.05,0.316,8,1.013
"4912",1.05,0.316,10,1.011
"4913",1.1,0.316,2,0.976
"4914",1.1,0.316,2.5,1
"4915",1.1,0.316,3,1.009
"4916",1.1,0.316,4,1.015
"4917",1.1,0.316,5,1.016
"4918",1.1,0.316,6,1.015
"4919",1.1,0.316,8,1.013
"4920",1.1,0.316,10,1.011
"4921",1.15,0.316,2,0.975
"4922",1.15,0.316,2.5,1
"4923",1.15,0.316,3,1.01
"4924",1.15,0.316,4,1.016
"4925",1.15,0.316,5,1.017
"4926",1.15,0.316,6,1.016
"4927",1.15,0.316,8,1.014
"4928",1.15,0.316,10,1.012
"4929",1.2,0.316,2,0.974
"4930",1.2,0.316,2.5,1
"4931",1.2,0.316,3,1.01
"4932",1.2,0.316,4,1.017
"4933",1.2,0.316,5,1.018
"4934",1.2,0.316,6,1.017
"4935",1.2,0.316,8,1.015
"4936",1.2,0.316,10,1.013
"4937",1.25,0.316,2,0.973
"4938",1.25,0.316,2.5,1
"4939",1.25,0.316,3,1.01
"4940",1.25,0.316,4,1.017
"4941",1.25,0.316,5,1.018
"4942",1.25,0.316,6,1.018
"4943",1.25,0.316,8,1.015
"4944",1.25,0.316,10,1.013
"4945",1.3,0.316,2,0.972
"4946",1.3,0.316,2.5,1.001
"4947",1.3,0.316,3,1.012
"4948",1.3,0.316,4,1.018
"4949",1.3,0.316,5,1.019
"4950",1.3,0.316,6,1.018
"4951",1.3,0.316,8,1.016
"4952",1.3,0.316,10,1.014
"4953",1.35,0.316,2,0.972
"4954",1.35,0.316,2.5,1.001
"4955",1.35,0.316,3,1.012
"4956",1.35,0.316,4,1.019
"4957",1.35,0.316,5,1.02
"4958",1.35,0.316,6,1.019
"4959",1.35,0.316,8,1.017
"4960",1.35,0.316,10,1.014
"4961",1.4,0.316,2,0.971
"4962",1.4,0.316,2.5,1.001
"4963",1.4,0.316,3,1.013
"4964",1.4,0.316,4,1.02
"4965",1.4,0.316,5,1.021
"4966",1.4,0.316,6,1.02
"4967",1.4,0.316,8,1.017
"4968",1.4,0.316,10,1.015
"4969",1.45,0.316,2,0.97
"4970",1.45,0.316,2.5,1.001
"4971",1.45,0.316,3,1.013
"4972",1.45,0.316,4,1.021
"4973",1.45,0.316,5,1.021
"4974",1.45,0.316,6,1.02
"4975",1.45,0.316,8,1.018
"4976",1.45,0.316,10,1.015
"4977",1.5,0.316,2,0.97
"4978",1.5,0.316,2.5,1.001
"4979",1.5,0.316,3,1.014
"4980",1.5,0.316,4,1.021
"4981",1.5,0.316,5,1.022
"4982",1.5,0.316,6,1.021
"4983",1.5,0.316,8,1.018
"4984",1.5,0.316,10,1.016
"4985",1.6,0.316,2,0.968
"4986",1.6,0.316,2.5,1.002
"4987",1.6,0.316,3,1.015
"4988",1.6,0.316,4,1.023
"4989",1.6,0.316,5,1.024
"4990",1.6,0.316,6,1.023
"4991",1.6,0.316,8,1.02
"4992",1.6,0.316,10,1.017
"4993",1.7,0.316,2,0.967
"4994",1.7,0.316,2.5,1.003
"4995",1.7,0.316,3,1.017
"4996",1.7,0.316,4,1.024
"4997",1.7,0.316,5,1.025
"4998",1.7,0.316,6,1.024
"4999",1.7,0.316,8,1.021
"5000",1.7,0.316,10,1.018
"5001",1.8,0.316,2,0.966
"5002",1.8,0.316,2.5,1.003
"5003",1.8,0.316,3,1.018
"5004",1.8,0.316,4,1.026
"5005",1.8,0.316,5,1.027
"5006",1.8,0.316,6,1.026
"5007",1.8,0.316,8,1.022
"5008",1.8,0.316,10,1.019
"5009",1.9,0.316,2,0.965
"5010",1.9,0.316,2.5,1.004
"5011",1.9,0.316,3,1.019
"5012",1.9,0.316,4,1.028
"5013",1.9,0.316,5,1.028
"5014",1.9,0.316,6,1.027
"5015",1.9,0.316,8,1.024
"5016",1.9,0.316,10,1.02
"5017",2,0.316,2,0.964
"5018",2,0.316,2.5,1.005
"5019",2,0.316,3,1.02
"5020",2,0.316,4,1.029
"5021",2,0.316,5,1.03
"5022",2,0.316,6,1.029
"5023",2,0.316,8,1.025
"5024",2,0.316,10,1.022
"5025",2.2,0.316,2,0.963
"5026",2.2,0.316,2.5,1.006
"5027",2.2,0.316,3,1.023
"5028",2.2,0.316,4,1.032
"5029",2.2,0.316,5,1.033
"5030",2.2,0.316,6,1.032
"5031",2.2,0.316,8,1.027
"5032",2.2,0.316,10,1.024
"5033",2.4,0.316,2,0.962
"5034",2.4,0.316,2.5,1.008
"5035",2.4,0.316,3,1.026
"5036",2.4,0.316,4,1.036
"5037",2.4,0.316,5,1.036
"5038",2.4,0.316,6,1.035
"5039",2.4,0.316,8,1.03
"5040",2.4,0.316,10,1.026
"5041",2.6,0.316,2,0.961
"5042",2.6,0.316,2.5,1.01
"5043",2.6,0.316,3,1.029
"5044",2.6,0.316,4,1.039
"5045",2.6,0.316,5,1.04
"5046",2.6,0.316,6,1.038
"5047",2.6,0.316,8,1.033
"5048",2.6,0.316,10,1.028
"5049",2.8,0.316,2,0.961
"5050",2.8,0.316,2.5,1.012
"5051",2.8,0.316,3,1.032
"5052",2.8,0.316,4,1.043
"5053",2.8,0.316,5,1.043
"5054",2.8,0.316,6,1.041
"5055",2.8,0.316,8,1.035
"5056",2.8,0.316,10,1.03
"5057",3,0.316,2,0.961
"5058",3,0.316,2.5,1.014
"5059",3,0.316,3,1.035
"5060",3,0.316,4,1.046
"5061",3,0.316,5,1.046
"5062",3,0.316,6,1.044
"5063",3,0.316,8,1.038
"5064",3,0.316,10,1.033
"5065",3.5,0.316,2,0.964
"5066",3.5,0.316,2.5,1.021
"5067",3.5,0.316,3,1.043
"5068",3.5,0.316,4,1.055
"5069",3.5,0.316,5,1.054
"5070",3.5,0.316,6,1.051
"5071",3.5,0.316,8,1.044
"5072",3.5,0.316,10,1.038
"5073",4,0.316,2,0.969
"5074",4,0.316,2.5,1.028
"5075",4,0.316,3,1.051
"5076",4,0.316,4,1.063
"5077",4,0.316,5,1.063
"5078",4,0.316,6,1.059
"5079",4,0.316,8,1.051
"5080",4,0.316,10,1.044
"5081",4.5,0.316,2,0.976
"5082",4.5,0.316,2.5,1.037
"5083",4.5,0.316,3,1.061
"5084",4.5,0.316,4,1.072
"5085",4.5,0.316,5,1.071
"5086",4.5,0.316,6,1.067
"5087",4.5,0.316,8,1.057
"5088",4.5,0.316,10,1.049
"5089",5,0.316,2,0.987
"5090",5,0.316,2.5,1.047
"5091",5,0.316,3,1.071
"5092",5,0.316,4,1.082
"5093",5,0.316,5,1.079
"5094",5,0.316,6,1.074
"5095",5,0.316,8,1.063
"5096",5,0.316,10,1.055
"5097",6,0.316,2,1.013
"5098",6,0.316,2.5,1.068
"5099",6,0.316,3,1.092
"5100",6,0.316,4,1.1
"5101",6,0.316,5,1.096
"5102",6,0.316,6,1.089
"5103",6,0.316,8,1.076
"5104",6,0.316,10,1.066
"5105",7,0.316,2,1.047
"5106",7,0.316,2.5,1.096
"5107",7,0.316,3,1.115
"5108",7,0.316,4,1.122
"5109",7,0.316,5,1.113
"5110",7,0.316,6,1.105
"5111",7,0.316,8,1.089
"5112",7,0.316,10,1.077
"5113",8,0.316,2,1.085
"5114",8,0.316,2.5,1.125
"5115",8,0.316,3,1.14
"5116",8,0.316,4,1.141
"5117",8,0.316,5,1.131
"5118",8,0.316,6,1.12
"5119",8,0.316,8,1.102
"5120",8,0.316,10,1.087
"5121",9,0.316,2,1.127
"5122",9,0.316,2.5,1.156
"5123",9,0.316,3,1.166
"5124",9,0.316,4,1.161
"5125",9,0.316,5,1.148
"5126",9,0.316,6,1.135
"5127",9,0.316,8,1.114
"5128",9,0.316,10,1.098
"5129",10,0.316,2,1.172
"5130",10,0.316,2.5,1.189
"5131",10,0.316,3,1.193
"5132",10,0.316,4,1.182
"5133",10,0.316,5,1.166
"5134",10,0.316,6,1.151
"5135",10,0.316,8,1.127
"5136",10,0.316,10,1.109
"5137",15,0.316,2,1.417
"5138",15,0.316,2.5,1.371
"5139",15,0.316,3,1.342
"5140",15,0.316,4,1.296
"5141",15,0.316,5,1.259
"5142",15,0.316,6,1.23
"5143",15,0.316,8,1.189
"5144",15,0.316,10,1.16
"5145",20,0.316,2,1.671
"5146",20,0.316,2.5,1.567
"5147",20,0.316,3,1.501
"5148",20,0.316,4,1.416
"5149",20,0.316,5,1.357
"5150",20,0.316,6,1.313
"5151",20,0.316,8,1.251
"5152",20,0.316,10,1.212
"5153",25,0.316,2,1.922
"5154",25,0.316,2.5,1.764
"5155",25,0.316,3,1.662
"5156",25,0.316,4,1.537
"5157",25,0.316,5,1.456
"5158",25,0.316,6,1.397
"5159",25,0.316,8,1.315
"5160",25,0.316,10,1.263
